当前时间(s): 0.0 音符打开: B3; 力度: 85(强)
当前时间(s): 236.877 音符关闭: #C5; 力度: 55
当前时间(s): 236.878 音符打开: B3; 力度: 85(强)
当前时间(s): 236.97 音符关闭: B3; 力度: 55
当前时间(s): 236.971 音符打开: #C4; 力度: 85(强)
当前时间(s): 237.059 音符关闭: #F2; 力度: 55
当前时间(s): 237.059 音符关闭: #F1; 力度: 55
当前时间(s): 237.06 音符打开: #F2; 力度: 85(强)
当前时间(s): 237.063 音符关闭: #C4; 力度: 55
当前时间(s): 237.065 音符打开: #D4; 力度: 85(强)
当前时间(s): 237.246 音符关闭: #F2; 力度: 55
当前时间(s): 237.248 音符打开: #F2; 力度: 85(强)
当前时间(s): 237.248 音符打开: #C3; 力度: 85(强)
当前时间(s): 237.248 音符打开: #F3; 力度: 85(强)
当前时间(s): 237.25 音符关闭: #D4; 力度: 55
当前时间(s): 237.252 音符打开: B4; 力度: 85(强)
当前时间(s): 237.433 音符关闭: #C3; 力度: 55
当前时间(s): 237.433 音符关闭: #F3; 力度: 55
当前时间(s): 237.433 音符关闭: #F2; 力度: 55
当前时间(s): 237.435 音符打开: #F2; 力度: 85(强)
当前时间(s): 237.435 音符打开: #C3; 力度: 85(强)
当前时间(s): 237.435 音符打开: #F3; 力度: 85(强)
当前时间(s): 237.438 音符关闭: B4; 力度: 55
当前时间(s): 237.439 音符打开: #F4; 力度: 85(强)
当前时间(s): 237.62 音符关闭: #C3; 力度: 55
当前时间(s): 237.62 音符关闭: #F3; 力度: 55
当前时间(s): 237.62 音符关闭: #F2; 力度: 55
当前时间(s): 237.622 音符打开: #F2; 力度: 85(强)
当前时间(s): 237.625 音符关闭: #F4; 力度: 55
当前时间(s): 237.626 音符打开: #C5; 力度: 85(强)
当前时间(s): 237.807 音符关闭: #F2; 力度: 55
当前时间(s): 237.812 音符关闭: #C5; 力度: 55
当前时间(s): 237.813 音符打开: #F4; 力度: 85(强)
当前时间(s): 237.999 音符关闭: #F4; 力度: 55
当前时间(s): 238.184 音符打开: #G1; 力度: 85(强)
当前时间(s): 238.184 音符打开: #G2; 力度: 85(强)
当前时间(s): 238.188 音符打开: B4; 力度: 85(强)
当前时间(s): 238.188 音符打开: #F5; 力度: 85(强)
当前时间(s): 238.188 音符打开: B5; 力度: 85(强)
当前时间(s): 238.557 音符关闭: #G1; 力度: 55
当前时间(s): 238.557 音符关闭: #G2; 力度: 55
当前时间(s): 238.559 音符打开: #G2; 力度: 85(强)
当前时间(s): 238.561 音符关闭: B4; 力度: 55
当前时间(s): 238.561 音符关闭: #F5; 力度: 55
当前时间(s): 238.561 音符关闭: B5; 力度: 55
当前时间(s): 238.563 音符打开: B4; 力度: 85(强)
当前时间(s): 238.563 音符打开: #F5; 力度: 85(强)
当前时间(s): 238.563 音符打开: B5; 力度: 85(强)
当前时间(s): 238.744 音符关闭: #G2; 力度: 55
当前时间(s): 238.746 音符打开: #G2; 力度: 85(强)
当前时间(s): 238.746 音符打开: #D3; 力度: 85(强)
当前时间(s): 238.746 音符打开: #G3; 力度: 85(强)
当前时间(s): 238.931 音符关闭: #G2; 力度: 55
当前时间(s): 238.931 音符关闭: #D3; 力度: 55
当前时间(s): 238.931 音符关闭: #G3; 力度: 55
当前时间(s): 238.933 音符打开: #G2; 力度: 85(强)
当前时间(s): 238.933 音符打开: #D3; 力度: 85(强)
当前时间(s): 238.933 音符打开: #G3; 力度: 85(强)
当前时间(s): 238.936 音符关闭: B4; 力度: 55
当前时间(s): 238.936 音符关闭: #F5; 力度: 55
当前时间(s): 238.936 音符关闭: B5; 力度: 55
当前时间(s): 238.937 音符打开: B4; 力度: 85(强)
当前时间(s): 238.937 音符打开: #F5; 力度: 85(强)
当前时间(s): 238.937 音符打开: B5; 力度: 85(强)
当前时间(s): 239.118 音符关闭: #G2; 力度: 55
当前时间(s): 239.118 音符关闭: #D3; 力度: 55
当前时间(s): 239.118 音符关闭: #G3; 力度: 55
当前时间(s): 239.12 音符打开: #G2; 力度: 85(强)
当前时间(s): 239.305 音符关闭: #G2; 力度: 55
当前时间(s): 239.307 音符打开: #G1; 力度: 85(强)
当前时间(s): 239.31 音符关闭: B4; 力度: 55
当前时间(s): 239.31 音符关闭: #F5; 力度: 55
当前时间(s): 239.31 音符关闭: B5; 力度: 55
当前时间(s): 239.312 音符打开: #G4; 力度: 85(强)
当前时间(s): 239.312 音符打开: #D5; 力度: 85(强)
当前时间(s): 239.312 音符打开: #G5; 力度: 85(强)
当前时间(s): 239.498 音符关闭: #G4; 力度: 55
当前时间(s): 239.498 音符关闭: #D5; 力度: 55
当前时间(s): 239.498 音符关闭: #G5; 力度: 55
当前时间(s): 239.499 音符打开: #F4; 力度: 85(强)
当前时间(s): 239.499 音符打开: #C5; 力度: 85(强)
当前时间(s): 239.499 音符打开: #F5; 力度: 85(强)
当前时间(s): 239.68 音符关闭: #G1; 力度: 55
当前时间(s): 239.682 音符打开: E1; 力度: 85(强)
当前时间(s): 239.682 音符打开: E2; 力度: 85(强)
当前时间(s): 239.872 音符关闭: #F4; 力度: 55
当前时间(s): 239.872 音符关闭: #C5; 力度: 55
当前时间(s): 239.872 音符关闭: #F5; 力度: 55
当前时间(s): 239.874 音符打开: #F4; 力度: 85(强)
当前时间(s): 239.874 音符打开: #C5; 力度: 85(强)
当前时间(s): 239.874 音符打开: #F5; 力度: 85(强)
当前时间(s): 240.055 音符关闭: E1; 力度: 55
当前时间(s): 240.055 音符关闭: E2; 力度: 55
当前时间(s): 240.056 音符打开: E2; 力度: 85(强)
当前时间(s): 240.059 音符关闭: #F4; 力度: 55
当前时间(s): 240.059 音符关闭: #C5; 力度: 55
当前时间(s): 240.059 音符关闭: #F5; 力度: 55
当前时间(s): 240.061 音符打开: #F4; 力度: 85(强)
当前时间(s): 240.061 音符打开: #C5; 力度: 85(强)
当前时间(s): 240.061 音符打开: #F5; 力度: 85(强)
当前时间(s): 240.242 音符关闭: E2; 力度: 55
当前时间(s): 240.243 音符打开: E2; 力度: 85(强)
当前时间(s): 240.243 音符打开: B2; 力度: 85(强)
当前时间(s): 240.243 音符打开: E3; 力度: 85(强)
当前时间(s): 240.246 音符关闭: #F4; 力度: 55
当前时间(s): 240.246 音符关闭: #C5; 力度: 55
当前时间(s): 240.246 音符关闭: #F5; 力度: 55
当前时间(s): 240.248 音符打开: #F4; 力度: 85(强)
当前时间(s): 240.248 音符打开: B4; 力度: 85(强)
当前时间(s): 240.248 音符打开: E5; 力度: 85(强)
当前时间(s): 240.429 音符关闭: E2; 力度: 55
当前时间(s): 240.429 音符关闭: B2; 力度: 55
当前时间(s): 240.429 音符关闭: E3; 力度: 55
当前时间(s): 240.43 音符打开: E2; 力度: 85(强)
当前时间(s): 240.43 音符打开: B2; 力度: 85(强)
当前时间(s): 240.43 音符打开: E3; 力度: 85(强)
当前时间(s): 240.434 音符关闭: #F4; 力度: 55
当前时间(s): 240.434 音符关闭: B4; 力度: 55
当前时间(s): 240.434 音符关闭: E5; 力度: 55
当前时间(s): 240.435 音符打开: #F4; 力度: 85(强)
当前时间(s): 240.435 音符打开: B4; 力度: 85(强)
当前时间(s): 240.435 音符打开: E5; 力度: 85(强)
当前时间(s): 240.616 音符关闭: E2; 力度: 55
当前时间(s): 240.616 音符关闭: B2; 力度: 55
当前时间(s): 240.616 音符关闭: E3; 力度: 55
当前时间(s): 240.618 音符打开: E2; 力度: 85(强)
当前时间(s): 240.621 音符关闭: #F4; 力度: 55
当前时间(s): 240.621 音符关闭: B4; 力度: 55
当前时间(s): 240.621 音符关闭: E5; 力度: 55
当前时间(s): 240.622 音符打开: #F4; 力度: 85(强)
当前时间(s): 240.622 音符打开: B4; 力度: 85(强)
当前时间(s): 240.622 音符打开: E5; 力度: 85(强)
当前时间(s): 240.803 音符关闭: E2; 力度: 55
当前时间(s): 240.805 音符打开: E1; 力度: 85(强)
当前时间(s): 240.808 音符关闭: #F4; 力度: 55
当前时间(s): 240.808 音符关闭: B4; 力度: 55
当前时间(s): 240.808 音符关闭: E5; 力度: 55
当前时间(s): 240.809 音符打开: #F4; 力度: 85(强)
当前时间(s): 240.809 音符打开: B4; 力度: 85(强)
当前时间(s): 240.809 音符打开: E5; 力度: 85(强)
当前时间(s): 240.995 音符关闭: #F4; 力度: 55
当前时间(s): 240.995 音符关闭: B4; 力度: 55
当前时间(s): 240.995 音符关闭: E5; 力度: 55
当前时间(s): 240.996 音符打开: #F4; 力度: 85(强)
当前时间(s): 240.996 音符打开: B4; 力度: 85(强)
当前时间(s): 240.996 音符打开: E5; 力度: 85(强)
当前时间(s): 241.178 音符关闭: E1; 力度: 55
当前时间(s): 241.179 音符打开: B1; 力度: 85(强)
当前时间(s): 241.179 音符打开: B2; 力度: 85(强)
当前时间(s): 241.182 音符关闭: #F4; 力度: 55
当前时间(s): 241.182 音符关闭: B4; 力度: 55
当前时间(s): 241.182 音符关闭: E5; 力度: 55
当前时间(s): 241.184 音符打开: B4; 力度: 85(强)
当前时间(s): 241.184 音符打开: #F5; 力度: 85(强)
当前时间(s): 241.184 音符打开: B5; 力度: 85(强)
当前时间(s): 241.553 音符关闭: B1; 力度: 55
当前时间(s): 241.553 音符关闭: B2; 力度: 55
当前时间(s): 241.554 音符打开: B2; 力度: 85(强)
当前时间(s): 241.557 音符关闭: B4; 力度: 55
当前时间(s): 241.557 音符关闭: #F5; 力度: 55
当前时间(s): 241.557 音符关闭: B5; 力度: 55
当前时间(s): 241.558 音符打开: B4; 力度: 85(强)
当前时间(s): 241.558 音符打开: #F5; 力度: 85(强)
当前时间(s): 241.558 音符打开: B5; 力度: 85(强)
当前时间(s): 241.74 音符关闭: B2; 力度: 55
当前时间(s): 241.741 音符打开: B2; 力度: 85(强)
当前时间(s): 241.741 音符打开: #F3; 力度: 85(强)
当前时间(s): 241.741 音符打开: B3; 力度: 85(强)
当前时间(s): 241.927 音符关闭: #F3; 力度: 55
当前时间(s): 241.927 音符关闭: B2; 力度: 55
当前时间(s): 241.927 音符关闭: B3; 力度: 55
当前时间(s): 241.928 音符打开: B2; 力度: 85(强)
当前时间(s): 241.928 音符打开: #F3; 力度: 85(强)
当前时间(s): 241.928 音符打开: B3; 力度: 85(强)
当前时间(s): 241.931 音符关闭: B4; 力度: 55
当前时间(s): 241.931 音符关闭: #F5; 力度: 55
当前时间(s): 241.931 音符关闭: B5; 力度: 55
当前时间(s): 241.933 音符打开: B4; 力度: 85(强)
当前时间(s): 241.933 音符打开: #F5; 力度: 85(强)
当前时间(s): 241.933 音符打开: B5; 力度: 85(强)
当前时间(s): 242.114 音符关闭: #F3; 力度: 55
当前时间(s): 242.114 音符关闭: B2; 力度: 55
当前时间(s): 242.114 音符关闭: B3; 力度: 55
当前时间(s): 242.115 音符打开: B2; 力度: 85(强)
当前时间(s): 242.301 音符关闭: B2; 力度: 55
当前时间(s): 242.303 音符打开: B1; 力度: 85(强)
当前时间(s): 242.306 音符关闭: B4; 力度: 55
当前时间(s): 242.306 音符关闭: #F5; 力度: 55
当前时间(s): 242.306 音符关闭: B5; 力度: 55
当前时间(s): 242.307 音符打开: #G4; 力度: 85(强)
当前时间(s): 242.307 音符打开: #D5; 力度: 85(强)
当前时间(s): 242.307 音符打开: #G5; 力度: 85(强)
当前时间(s): 242.493 音符关闭: #G4; 力度: 55
当前时间(s): 242.493 音符关闭: #D5; 力度: 55
当前时间(s): 242.493 音符关闭: #G5; 力度: 55
当前时间(s): 242.494 音符打开: #F4; 力度: 85(强)
当前时间(s): 242.494 音符打开: #C5; 力度: 85(强)
当前时间(s): 242.494 音符打开: #F5; 力度: 85(强)
当前时间(s): 242.676 音符关闭: B1; 力度: 55
当前时间(s): 242.677 音符打开: #F1; 力度: 85(强)
当前时间(s): 242.677 音符打开: #F2; 力度: 85(强)
当前时间(s): 243.05 音符关闭: #F2; 力度: 55
当前时间(s): 243.05 音符关闭: #F1; 力度: 55
当前时间(s): 243.052 音符打开: #F2; 力度: 85(强)
当前时间(s): 243.055 音符关闭: #F4; 力度: 55
当前时间(s): 243.055 音符关闭: #C5; 力度: 55
当前时间(s): 243.055 音符关闭: #F5; 力度: 55
当前时间(s): 243.057 音符打开: #G4; 力度: 85(强)
当前时间(s): 243.237 音符关闭: #F2; 力度: 55
当前时间(s): 243.239 音符打开: #F2; 力度: 85(强)
当前时间(s): 243.239 音符打开: #C3; 力度: 85(强)
当前时间(s): 243.239 音符打开: #F3; 力度: 85(强)
当前时间(s): 243.424 音符关闭: #C3; 力度: 55
当前时间(s): 243.424 音符关闭: #F3; 力度: 55
当前时间(s): 243.424 音符关闭: #F2; 力度: 55
当前时间(s): 243.426 音符打开: #F2; 力度: 85(强)
当前时间(s): 243.426 音符打开: #C3; 力度: 85(强)
当前时间(s): 243.426 音符打开: #F3; 力度: 85(强)
当前时间(s): 243.43 音符关闭: #G4; 力度: 55
当前时间(s): 243.431 音符打开: B4; 力度: 85(强)
当前时间(s): 243.612 音符关闭: #C3; 力度: 55
当前时间(s): 243.612 音符关闭: #F3; 力度: 55
当前时间(s): 243.612 音符关闭: #F2; 力度: 55
当前时间(s): 243.613 音符打开: #F2; 力度: 85(强)
当前时间(s): 243.617 音符关闭: B4; 力度: 55
当前时间(s): 243.618 音符打开: #C5; 力度: 85(强)
当前时间(s): 243.799 音符关闭: #F2; 力度: 55
当前时间(s): 243.8 音符打开: #F1; 力度: 85(强)
当前时间(s): 243.804 音符关闭: #C5; 力度: 55
当前时间(s): 243.805 音符打开: #D5; 力度: 85(强)
当前时间(s): 243.991 音符关闭: #D5; 力度: 55
当前时间(s): 243.993 音符打开: #G4; 力度: 85(强)
当前时间(s): 243.993 音符打开: #C5; 力度: 85(强)
当前时间(s): 244.173 音符关闭: #F1; 力度: 55
当前时间(s): 244.175 音符打开: #G1; 力度: 85(强)
当前时间(s): 244.175 音符打开: #G2; 力度: 85(强)
当前时间(s): 244.366 音符关闭: #G4; 力度: 55
当前时间(s): 244.366 音符关闭: #C5; 力度: 55
当前时间(s): 244.367 音符打开: B4; 力度: 85(强)
当前时间(s): 244.548 音符关闭: #G1; 力度: 55
当前时间(s): 244.548 音符关闭: #G2; 力度: 55
当前时间(s): 244.549 音符打开: #G2; 力度: 85(强)
当前时间(s): 244.553 音符关闭: B4; 力度: 55
当前时间(s): 244.554 音符打开: B4; 力度: 85(强)
当前时间(s): 244.735 音符关闭: #G2; 力度: 55
当前时间(s): 244.737 音符打开: #G2; 力度: 85(强)
当前时间(s): 244.737 音符打开: #D3; 力度: 85(强)
当前时间(s): 244.737 音符打开: #G3; 力度: 85(强)
当前时间(s): 244.74 音符关闭: B4; 力度: 55
当前时间(s): 244.742 音符打开: #G4; 力度: 85(强)
当前时间(s): 244.922 音符关闭: #G2; 力度: 55
当前时间(s): 244.922 音符关闭: #D3; 力度: 55
当前时间(s): 244.922 音符关闭: #G3; 力度: 55
当前时间(s): 244.924 音符打开: #G2; 力度: 85(强)
当前时间(s): 244.924 音符打开: #D3; 力度: 85(强)
当前时间(s): 244.924 音符打开: #G3; 力度: 85(强)
当前时间(s): 244.927 音符关闭: #G4; 力度: 55
当前时间(s): 244.929 音符打开: B4; 力度: 85(强)
当前时间(s): 245.109 音符关闭: #G2; 力度: 55
当前时间(s): 245.109 音符关闭: #D3; 力度: 55
当前时间(s): 245.109 音符关闭: #G3; 力度: 55
当前时间(s): 245.111 音符打开: #G2; 力度: 85(强)
当前时间(s): 245.114 音符关闭: B4; 力度: 55
当前时间(s): 245.116 音符打开: #C5; 力度: 85(强)
当前时间(s): 245.297 音符关闭: #G2; 力度: 55
当前时间(s): 245.298 音符打开: #G1; 力度: 85(强)
当前时间(s): 245.301 音符关闭: #C5; 力度: 55
当前时间(s): 245.303 音符打开: #D5; 力度: 85(强)
当前时间(s): 245.488 音符关闭: #D5; 力度: 55
当前时间(s): 245.49 音符打开: #G4; 力度: 85(强)
当前时间(s): 245.49 音符打开: #C5; 力度: 85(强)
当前时间(s): 245.671 音符关闭: #G1; 力度: 55
当前时间(s): 245.673 音符打开: E1; 力度: 85(强)
当前时间(s): 245.673 音符打开: E2; 力度: 85(强)
当前时间(s): 245.863 音符关闭: #G4; 力度: 55
当前时间(s): 245.863 音符关闭: #C5; 力度: 55
当前时间(s): 245.865 音符打开: B4; 力度: 85(强)
当前时间(s): 246.046 音符关闭: E1; 力度: 55
当前时间(s): 246.046 音符关闭: E2; 力度: 55
当前时间(s): 246.047 音符打开: E2; 力度: 85(强)
当前时间(s): 246.05 音符关闭: B4; 力度: 55
当前时间(s): 246.052 音符打开: B4; 力度: 85(强)
当前时间(s): 246.233 音符关闭: E2; 力度: 55
当前时间(s): 246.234 音符打开: E2; 力度: 85(强)
当前时间(s): 246.234 音符打开: B2; 力度: 85(强)
当前时间(s): 246.234 音符打开: E3; 力度: 85(强)
当前时间(s): 246.237 音符关闭: B4; 力度: 55
当前时间(s): 246.239 音符打开: #G4; 力度: 85(强)
当前时间(s): 246.42 音符关闭: E2; 力度: 55
当前时间(s): 246.42 音符关闭: B2; 力度: 55
当前时间(s): 246.42 音符关闭: E3; 力度: 55
当前时间(s): 246.422 音符打开: E2; 力度: 85(强)
当前时间(s): 246.422 音符打开: B2; 力度: 85(强)
当前时间(s): 246.424 音符关闭: #G4; 力度: 55
当前时间(s): 246.426 音符打开: B4; 力度: 85(强)
当前时间(s): 246.607 音符关闭: E2; 力度: 55
当前时间(s): 246.607 音符关闭: B2; 力度: 55
当前时间(s): 246.609 音符打开: E2; 力度: 85(强)
当前时间(s): 246.612 音符关闭: B4; 力度: 55
当前时间(s): 246.613 音符打开: #C5; 力度: 85(强)
当前时间(s): 246.794 音符关闭: E2; 力度: 55
当前时间(s): 246.796 音符打开: E1; 力度: 85(强)
当前时间(s): 246.799 音符关闭: #C5; 力度: 55
当前时间(s): 246.8 音符打开: #D5; 力度: 85(强)
当前时间(s): 246.986 音符关闭: #D5; 力度: 55
当前时间(s): 246.987 音符打开: #G4; 力度: 85(强)
当前时间(s): 246.987 音符打开: #C5; 力度: 85(强)
当前时间(s): 247.169 音符关闭: E1; 力度: 55
当前时间(s): 247.17 音符打开: B1; 力度: 85(强)
当前时间(s): 247.17 音符打开: B2; 力度: 85(强)
当前时间(s): 247.361 音符关闭: #G4; 力度: 55
当前时间(s): 247.361 音符关闭: #C5; 力度: 55
当前时间(s): 247.362 音符打开: B4; 力度: 85(强)
当前时间(s): 247.543 音符关闭: B1; 力度: 55
当前时间(s): 247.543 音符关闭: B2; 力度: 55
当前时间(s): 247.545 音符打开: B2; 力度: 85(强)
当前时间(s): 247.548 音符关闭: B4; 力度: 55
当前时间(s): 247.549 音符打开: B4; 力度: 85(强)
